node_id,label,node_type,total_count
loc::missouri,Missouri,loc,40
loc::world,World,loc,40
mention::oksanatrump,@oksanatrump,mention,40
org::fox & friends,Fox & Friends,org,40
per::so,So,per,40
loc::dc,Dc,loc,39
loc::palm beach,Palm Beach,loc,39
mention::akapr0b0ss,@akapr0b0ss,mention,39
mention::realdonaldtrumpthank,@realdonaldtrumpthank,mention,39
mention::teamtrump,@teamtrump,mention,39
org::energy,Energy,org,39
loc::europe,Europe,loc,38
org::fake news media,Fake News Media,org,38
org::ice,Ice,org,38
per::iti,Iti,per,38
per::m,M,per,38
hashtag::truth,#truth,hashtag,37
loc::chicago,Chicago,loc,37
loc::tennessee,Tennessee,loc,37
loc::wyoming,Wyoming,loc,37
mention::fruitsnacks,@fruitsnacks,mention,37
loc::southern border,Southern Border,loc,36
mention::rsbntrump,@rsbntrump,mention,36
org::fruitsnacks,Fruitsnacks,org,36
org::new york times,New York Times,org,36
org::s,S,org,36
per::ma,Ma,per,36
per::mel,Mel,per,36
per::david,David,per,35
loc::alaska,Alaska,loc,34
loc::las vegas,Las Vegas,loc,34
org::enforcement,Enforcement,org,34
per::arthur engoron,Arthur Engoron,per,34
hashtag::trumprally,#trumprally,hashtag,33
loc::indiana,Indiana,loc,33
loc::los angeles,Los Angeles,loc,33
mention::realdonaldtrumpi,@realdonaldtrumpi,mention,33
org::ake news,Ake News,org,33
per::dan patrick,Dan Patrick,per,33
per::ken paxton,Ken Paxton,per,33
loc::oval office,Oval Office,loc,32
mention::realdonaldtrumpjoin,@realdonaldtrumpjoin,mention,32
org::first,First,org,32
org::office,Office,org,32
org::washington post,Washington Post,org,32
per::mike pence,Mike Pence,per,32
loc::y,Y,loc,31
org::abc,Abc,org,31
org::c,C,org,31
org::party,Party,org,31
org::vanity fair,Vanity Fair,org,31
per::engor,Engor,per,31
per::engoron,Engoron,per,31
per::mu,Mu,per,31
per::tucker carlson,Tucker Carlson,per,31
org::border patrol,Border Patrol,org,30
org::facebook,Facebook,org,30
org::nbc,Nbc,org,30
org::rsbn,Rsbn,org,30
org::treasury,Treasury,org,30
org::twitter,Twitter,org,30
per::pen,Pen,per,30
per::z,Z,per,30
loc::fulton county,Fulton County,loc,29
loc::venezuela,Venezuela,loc,29
mention::therealtrumpsupporters,@therealtrumpsupporters,mention,29
org::biden,Biden,org,29
org::biden administration,Biden Administration,org,29
org::department of injustice,Department Of Injustice,org,29
org::great people of,Great People Of,org,29
org::j,J,org,29
org::kamala,Kamala,org,29
org::nato,Nato,org,29
per::dj,Dj,per,29
per::k,K,per,29
per::mike johnson,Mike Johnson,per,29
per::sean hannity,Sean Hannity,per,29
per::smith,Smith,per,29
loc::chinatown,Chinatown,loc,28
loc::miami,Miami,loc,28
loc::nyc,Nyc,loc,28
loc::u,U,loc,28
loc::york,York,loc,28
mention::spiritualstreetfighter,@spiritualstreetfighter,mention,28
org::do,Do,org,28
org::government,Government,org,28
org::l,L,org,28
org::rnc,Rnc,org,28
per::michael cohen,Michael Cohen,per,28
per::rrick garland,Rrick Garland,per,28
per::tom homan,Tom Homan,per,28
hashtag::election2022,#election2022,hashtag,27
hashtag::saveamericarally,#saveamericarally,hashtag,27
org::cbs,Cbs,org,27
org::fed,Fed,org,27
org::left,Left,org,27
org::msdnc,Msdnc,org,27
org::navy,Navy,org,27
org::spiritualstreetfighter,Spiritualstreetfighter,org,27
org::truth social,Truth Social,org,27
per::bill barr,Bill Barr,per,27
per::jesse watt,Jesse Watt,per,27
per::mark,Mark,per,27
per::pete hegseth,Pete Hegseth,per,27
loc::pa,Pa,loc,26
org::elon,Elon,org,26
org::team,Team,org,26
per::bush,Bush,per,26
per::gavin newscum,Gavin Newscum,per,26
loc::great country,Great Country,loc,25
loc::philadelphia,Philadelphia,loc,25
loc::san francisco,San Francisco,loc,25
mention::marklevinshow,@marklevinshow,mention,25
org::federal government,Federal Government,org,25
org::texas elected leadership team,Texas Elected Leadership Team,org,25
per::dan,Dan,per,25
per::new,New,per,25
per::powell,Powell,per,25
per::ra,Ra,per,25
per::ros,Ros,per,25
loc::detroit,Detroit,loc,24
loc::m,M,loc,24
mention::realdonaldtrumpthis,@realdonaldtrumpthis,mention,24
org::army,Army,org,24
org::msnbc,Msnbc,org,24
org::trump,Trump,org,24
org::wall street journal,Wall Street Journal,org,24
per::come,Come,per,24
per::en,En,per,24
per::fox,Fox,per,24
per::kevin,Kevin,per,24
per::pam bondi,Pam Bondi,per,24
per::ron desantis,Ron Desantis,per,24
per::rupert murdoch,Rupert Murdoch,per,24
hashtag::agenda47,#agenda47,hashtag,23
loc::louisiana,Louisiana,loc,23
mention::iapolls20222024,@iapolls20222024,mention,23
mention::istandwithtrump47,@istandwithtrump47,mention,23
org::abc fake news,Abc Fake News,org,23
org::iden administration,Iden Administration,org,23
org::m,M,org,23
org::secret service,Secret Service,org,23
per::bill,Bill,per,23
per::hillary,Hillary,per,23
per::jean,Jean,per,23
per::juan merchan,Juan Merchan,per,23
per::karl rove,Karl Rove,per,23
per::laura ingraham,Laura Ingraham,per,23
per::lisa monaco,Lisa Monaco,per,23
per::tim scott,Tim Scott,per,23
per::xi,Xi,per,23
loc::japan,Japan,loc,22
loc::kentucky,Kentucky,loc,22
mention::speedy13,@speedy13,mention,22
org::ala,Ala,org,22
org::i,I,org,22
org::zero,Zero,org,22
per::garland,Garland,per,22
per::marco rubio,Marco Rubio,per,22
per::michael,Michael,per,22
per::w,W,per,22
loc::delaware,Delaware,loc,21
loc::illinois,Illinois,loc,21
loc::india,India,loc,21
mention::realdonaldtrumpa,@realdonaldtrumpa,mention,21
mention::realdonaldtrumpso,@realdonaldtrumpso,mention,21
mention::rsbnlive,@rsbnlive,mention,21
org::60 minutes,60 Minutes,org,21
org::am,Am,org,21
org::inos,Inos,org,21
org::united,United,org,21
per::christie,Christie,per,21
per::el,El,per,21
per::n,N,per,21
per::o,O,per,21
per::ronald reagan,Ronald Reagan,per,21
loc::gaza,Gaza,loc,20
loc::ny,Ny,loc,20
loc::united kingdom,United Kingdom,loc,20
org::al,Al,org,20
org::campaign,Campaign,org,20
org::cia,Cia,org,20
org::commercial division,Commercial Division,org,20
org::media,Media,org,20
org::movement,Movement,org,20
org::national guard,National Guard,org,20
org::national security,National Security,org,20
per::cheney,Cheney,per,20
per::ive,Ive,per,20
per::je,Je,per,20
per::kelly,Kelly,per,20
per::li,Li,per,20
per::on musk,On Musk,per,20
per::ron desanct,Ron Desanct,per,20
per::sh patel,Sh Patel,per,20
per::tim,Tim,per,20
hashtag::toobigtorig,#toobigtorig,hashtag,19
loc::capitol,Capitol,loc,19
loc::france,France,loc,19
mention::realdonaldtrumpwe,@realdonaldtrumpwe,mention,19
mention::realdonaldtrumpwow,@realdonaldtrumpwow,mention,19
mention::seanhannity,@seanhannity,mention,19
org::club for no growth,Club For No Growth,org,19
org::control,Control,org,19
org::courts,Courts,org,19
org::el,El,org,19
org::harvard,Harvard,org,19
org::just the news,Just The News,org,19
org::new york post,New York Post,org,19
org::u. s. army,U. S. Army,org,19
per::andrew c. mccarthy,Andrew C. Mccarthy,per,19
per::brian,Brian,per,19
per::maria bartiromo,Maria Bartiromo,per,19
per::rick scott,Rick Scott,per,19
per::ron desan,Ron Desan,per,19
per::tom,Tom,per,19
per::vladimir putin,Vladimir Putin,per,19
hashtag::phpnews,#phpnews,hashtag,18
loc::bedminster,Bedminster,loc,18
loc::butler,Butler,loc,18
loc::c,C,loc,18
loc::kansas,Kansas,loc,18
loc::ma,Ma,loc,18
loc::maryland,Maryland,loc,18
loc::yor,Yor,loc,18
mention::devinnunes,@devinnunes,mention,18
mention::patriotsincontrol,@patriotsincontrol,mention,18
mention::realdonaldtrumpcongressman,@realdonaldtrumpcongressman,mention,18
mention::realdonaldtrumpelection,@realdonaldtrumpelection,mention,18
org::committee,Committee,org,18
org::defense,Defense,org,18
org::fake news cnn,Fake News Cnn,org,18
org::iden,Iden,org,18
org::irs,Irs,org,18
org::late division,Late Division,org,18
org::patriots,Patriots,org,18
org::patriotsi,Patriotsi,org,18
org::state house,State House,org,18
org::the new york times,The New York Times,org,18
org::the wall street journal,The Wall Street Journal,org,18
per::greg kelly,Greg Kelly,per,18
per::jack,Jack,per,18
per::jeff,Jeff,per,18
per::jim,Jim,per,18
per::jim jordan,Jim Jordan,per,18
per::pete,Pete,per,18
per::ri lake,Ri Lake,per,18
per::steve,Steve,per,18
per::ted cruz,Ted Cruz,per,18
per::vance,Vance,per,18
loc::kamal,Kamal,loc,17
loc::mi,Mi,loc,17
loc::nj,Nj,loc,17
loc::oklahoma,Oklahoma,loc,17
loc::reno,Reno,loc,17
loc::town hall,Town Hall,loc,17
mention::judicialwatch,@judicialwatch,mention,17
mention::newsmaxtrump,@newsmaxtrump,mention,17
mention::realdonaldtrumppage,@realdonaldtrumppage,mention,17
mention::tonyxtwo,@tonyxtwo,mention,17
org::appeals court,Appeals Court,org,17
org::court,Court,org,17
org::florida,Florida,org,17
org::military and veterans,Military And Veterans,org,17
org::military and vets,Military And Vets,org,17
org::new,New,org,17
org::radical left lunatics,Radical Left Lunatics,org,17
org::state,State,org,17
org::“,“,org,17
per::bill maher,Bill Maher,per,17
per::d vance,D Vance,per,17
per::f,F,per,17
per::kris,Kris,per,17
per::romney,Romney,per,17
per::tt romney,Tt Romney,per,17
per::”,”,per,17
hashtag::trumpwon,#trumpwon,hashtag,16
loc::aurora,Aurora,loc,16
loc::earth,Earth,loc,16
loc::il,Il,loc,16
loc::ne,Ne,loc,16
loc::nebraska,Nebraska,loc,16
loc::p,P,loc,16
loc::ussi,Ussi,loc,16
loc::west virginia,West Virginia,loc,16
mention::joemccuiston,@joemccuiston,mention,16
mention::realamericasvoicewe,@realamericasvoicewe,mention,16
mention::rsbnwatch,@rsbnwatch,mention,16
mention::sunnynguyen,@sunnynguyen,mention,16
mention::toket,@toket,mention,16
org::big tech,Big Tech,org,16
org::fec,Fec,org,16
org::homeland security,Homeland Security,org,16
org::house of representatives,House Of Representatives,org,16
org::in,In,org,16
org::iowa,Iowa,org,16
org::k,K,org,16
org::mar,Mar,org,16
org::slea,Slea,org,16
org::the washington post,The Washington Post,org,16
org::tr,Tr,org,16
per::adam,Adam,per,16
per::andy mccarthy,Andy Mccarthy,per,16
per::birdbra,Birdbra,per,16
per::carroll,Carroll,per,16
per::charlie kirk,Charlie Kirk,per,16
per::chris,Chris,per,16
per::cry,Cry,per,16
per::ctus,Ctus,per,16
per::eric,Eric,per,16
per::greg abbott,Greg Abbott,per,16
per::ramaswamy,Ramaswamy,per,16
per::scott bessent,Scott Bessent,per,16
hashtag::saveamerica,#saveamerica,hashtag,15
hashtag::trump,#trump,hashtag,15
loc::dallas,Dallas,loc,15
loc::germany,Germany,loc,15
loc::n,N,loc,15
loc::north korea,North Korea,loc,15
loc::scotland,Scotland,loc,15
loc::w,W,loc,15
mention::iapolls2022,@iapolls2022,mention,15
mention::rapidresponse47president,@rapidresponse47president,mention,15
org::american people,American People,org,15
org::cpac,Cpac,org,15
org::d. a,D. A,org,15
org::d. a. ’ s office,D. A. ’ S Office,org,15
org::desantis,Desantis,org,15
org::ennsylvania,Ennsylvania,org,15
org::newsm,Newsm,org,15
org::rino,Rino,org,15
org::texas,Texas,org,15
org::w,W,org,15
per::alan dershowitz,Alan Dershowitz,per,15
per::byron york,Byron York,per,15
per::de,De,per,15
per::donald,Donald,per,15
per::ed,Ed,per,15
per::greg,Greg,per,15
per::hutchinson,Hutchinson,per,15
per::matt,Matt,per,15
per::michael whatley,Michael Whatley,per,15
per::paul,Paul,per,15
per::rama,Rama,per,15
per::randy,Randy,per,15
per::stephen miller,Stephen Miller,per,15
per::tucker,Tucker,per,15
per::victor davis hanson,Victor Davis Hanson,per,15
hashtag::americafirst,#americafirst,hashtag,14
loc::arkansas,Arkansas,loc,14
loc::brazil,Brazil,loc,14
loc::hell,Hell,loc,14
mention::1776wethepeople1776truth,@1776wethepeople1776truth,mention,14
mention::jsolomonreports,@jsolomonreports,mention,14
mention::mrddmia,@mrddmia,mention,14
org::air force,Air Force,org,14
org::america first patriots,America First Patriots,org,14
org::china,China,org,14
org::farmers,Farmers,org,14
org::google,Google,org,14
org::lago,Lago,org,14
org::maga movement,Maga Movement,org,14
org::ohio,Ohio,org,14
org::republican national committee,Republican National Committee,org,14
org::rt,Rt,org,14
org::the failing new york times,The Failing New York Times,org,14
org::trump organization,Trump Organization,org,14
org::u. s. navy,U. S. Navy,org,14
per::barr,Barr,per,14
per::chris sununu,Chris Sununu,per,14
per::chuck schum,Chuck Schum,per,14
per::cohen,Cohen,per,14
per::dana white,Dana White,per,14
per::doug burgum,Doug Burgum,per,14
per::jimmy,Jimmy,per,14
per::kevin mccarthy,Kevin Mccarthy,per,14
per::lake,Lake,per,14
per::lara trump,Lara Trump,per,14
per::mo,Mo,per,14
per::oe biden,Oe Biden,per,14
per::rob,Rob,per,14
per::ron desanctus,Ron Desanctus,per,14
per::ron desanti,Ron Desanti,per,14
per::t gingrich,T Gingrich,per,14
per::y,Y,per,14
loc::courthouse,Courthouse,loc,13
loc::deep state,Deep State,loc,13
loc::iraq,Iraq,loc,13
loc::manchester,Manchester,loc,13
loc::mississippi,Mississippi,loc,13
loc::north dakota,North Dakota,loc,13
loc::trump international golf club,Trump International Golf Club,loc,13
loc::utah,Utah,loc,13
loc::wilmington,Wilmington,loc,13
mention::jackposobiecbreaking,@jackposobiecbreaking,mention,13
mention::realdonaldtrumpcrooked,@realdonaldtrumpcrooked,mention,13
org::border,Border,org,13
org::commerce,Commerce,org,13
org::energy independence,Energy Independence,org,13
org::failing new york times,Failing New York Times,org,13
org::fox business,Fox Business,org,13
org::law and order,Law And Order,org,13
org::marine corps,Marine Corps,org,13
org::national archives,National Archives,org,13
org::news media,News Media,org,13
org::nypd,Nypd,org,13
org::rin,Rin,org,13
org::star witness,Star Witness,org,13
org::state department,State Department,org,13
per::al,Al,per,13
per::andrew weissmann,Andrew Weissmann,per,13
per::bill clinton,Bill Clinton,per,13
per::co chow,Co Chow,per,13
per::elizabeth,Elizabeth,per,13
per::howard lutnick,Howard Lutnick,per,13
per::ivan,Ivan,per,13
per::jerome,Jerome,per,13
per::john durham,John Durham,per,13
per::lee zeldin,Lee Zeldin,per,13
per::ret baier,Ret Baier,per,13
per::robert,Robert,per,13
per::shi,Shi,per,13
per::st,St,per,13
per::tu,Tu,per,13
hashtag::trumptruths,#trumptruths,hashtag,12
loc::cuba,Cuba,loc,12
loc::d,D,loc,12
loc::harrisburg,Harrisburg,loc,12
loc::lower manhattan,Lower Manhattan,loc,12
loc::maine,Maine,loc,12
loc::neva,Neva,loc,12
loc::palm beach county,Palm Beach County,loc,12
loc::russi,Russi,loc,12
loc::trump tower,Trump Tower,loc,12
mention::melaniatrump,@melaniatrump,mention,12
mention::newsmaxtune,@newsmaxtune,mention,12
mention::realamericasvoicethe,@realamericasvoicethe,mention,12
mention::realdonaldtrumpmake,@realdonaldtrumpmake,mention,12
mention::rsbnhappening,@rsbnhappening,mention,12
mention::tomfitton,@tomfitton,mention,12
org::abc news,Abc News,org,12
org::all,All,org,12
org::banks,Banks,org,12
org::deep state,Deep State,org,12
org::european union,European Union,org,12
org::iden crime family,Iden Crime Family,org,12
org::lamestream media,Lamestream Media,org,12
org::manhattan d. a. ’ s office,Manhattan D. A. ’ S Office,org,12
org::nara,Nara,org,12
org::realamericasv,Realamericasv,org,12
org::un,Un,org,12
org::united states supreme court,United States Supreme Court,org,12
org::unselects,Unselects,org,12
per::aid,Aid,per,12
per::cassidy hutchinson,Cassidy Hutchinson,per,12
per::cconnell,Cconnell,per,12
per::charlie hurt,Charlie Hurt,per,12
per::dad,Dad,per,12
per::elosi,Elosi,per,12
per::george soros,George Soros,per,12
per::h,H,per,12
per::il,Il,per,12
per::john thune,John Thune,per,12
per::justin trudeau,Justin Trudeau,per,12
per::larry kudlow,Larry Kudlow,per,12
per::letitia james,Letitia James,per,12
per::oo james,Oo James,per,12
per::randy fine,Randy Fine,per,12
per::schi,Schi,per,12
per::she,She,per,12
per::ti noem,Ti Noem,per,12
per::troy,Troy,per,12
hashtag::dt47,#dt47,hashtag,11
loc::b,B,loc,11
loc::el salvador,El Salvador,loc,11
loc::i,I,loc,11
loc::la,La,loc,11
loc::montana,Montana,loc,11
loc::our country,Our Country,loc,11
loc::pittsburgh,Pittsburgh,loc,11
loc::rome,Rome,loc,11
loc::z,Z,loc,11
mention::devinnuneshttps,@devinnuneshttps,mention,11
mention::karilake,@karilake,mention,11
mention::marklevinshowthe,@marklevinshowthe,mention,11
mention::newtgingrich,@newtgingrich,mention,11
mention::realdonaldtrumpgreat,@realdonaldtrumpgreat,mention,11
mention::truthsocial,@truthsocial,mention,11
org::&,&,org,11
org::ag,Ag,org,11
org::ailing new york times,Ailing New York Times,org,11
org::ap,Ap,org,11
org::board,Board,org,11
org::cnbc,Cnbc,org,11
org::da,Da,org,11
org::dc,Dc,org,11
org::de,De,org,11
org::doj & fbi,Doj & Fbi,org,11
org::federal,Federal,org,11
org::injustice department,Injustice Department,org,11
org::judicialwatch,Judicialwatch,org,11
org::justice,Justice,org,11
org::ne,Ne,org,11
org::ni,Ni,org,11
org::pentagon,Pentagon,org,11
org::rinos,Rinos,org,11
org::united nations,United Nations,org,11
org::united states district court,United States District Court,org,11
org::usmca,Usmca,org,11
per::abraham lincoln,Abraham Lincoln,per,11
per::barack hussein obama,Barack Hussein Obama,per,11
per::blake masters,Blake Masters,per,11
per::ce,Ce,per,11
per::don jr,Don Jr,per,11
per::e phelan,E Phelan,per,11
per::frank,Frank,per,11
per::lewis kaplan,Lewis Kaplan,per,11
per::lindsey graham,Lindsey Graham,per,11
per::n riley,N Riley,per,11
per::peter navarro,Peter Navarro,per,11
per::ri,Ri,per,11
per::ry,Ry,per,11
per::ryan,Ryan,per,11
per::sc,Sc,per,11
per::storm,Storm,per,11
per::tom emmer,Tom Emmer,per,11
per::willis,Willis,per,11
loc::ar,Ar,loc,10
loc::borders,Borders,loc,10
loc::grand rapids,Grand Rapids,loc,10
loc::italy,Italy,loc,10
loc::l,L,loc,10
loc::nashville,Nashville,loc,10
loc::pakistan,Pakistan,loc,10
loc::sioux center,Sioux Center,loc,10
loc::south dakota,South Dakota,loc,10
loc::t,T,loc,10
loc::waterloo,Waterloo,loc,10
mention::_ero,@_ero,mention,10
mention::explorepress,@explorepress,mention,10
mention::heyjude88,@heyjude88,mention,10
mention::jimjordan,@jimjordan,mention,10
mention::realdonaldtrumpit,@realdonaldtrumpit,mention,10
org::america first patriot,America First Patriot,org,10
org::antifa,Antifa,org,10
org::ce,Ce,org,10
org::congressional,Congressional,org,10
org::democratic party,Democratic Party,org,10
org::deutsche bank,Deutsche Bank,org,10
org::e,E,org,10
org::er,Er,org,10
org::fringe benefits,Fringe Benefits,org,10
org::great farmers,Great Farmers,org,10
org::isis,Isis,org,10
org::life,Life,org,10
"org::life, liberty & levin","Life, Liberty & Levin",org,10
org::plorepress,Plorepress,org,10
org::police,Police,org,10
org::state legislature,State Legislature,org,10
org::wsj,Wsj,org,10
org::zebag,Zebag,org,10
org::zer,Zer,org,10
per::ali,Ali,per,10
per::andrew mccarthy,Andrew Mccarthy,per,10
per::barack obama,Barack Obama,per,10
per::barry,Barry,per,10
per::ben,Ben,per,10
per::bird,Bird,per,10
per::brandon,Brandon,per,10
per::brian kemp,Brian Kemp,per,10
per::brian roberts,Brian Roberts,per,10
per::chuck schumer,Chuck Schumer,per,10
per::hannity,Hannity,per,10
per::her,Her,per,10
per::in,In,per,10
per::jimmy carter,Jimmy Carter,per,10
per::jimmy kimmel,Jimmy Kimmel,per,10
per::judge merchan,Judge Merchan,per,10
per::k ramaswamy,K Ramaswamy,per,10
per::kaplan,Kaplan,per,10
per::lisa murkowski,Lisa Murkowski,per,10
per::mark pomerantz,Mark Pomerantz,per,10
per::mike davis,Mike Davis,per,10
per::mike waltz,Mike Waltz,per,10
per::oz,Oz,per,10
per::reid hoffman,Reid Hoffman,per,10
per::ret bai,Ret Bai,per,10
per::robin vos,Robin Vos,per,10
per::son dechambeau,Son Dechambeau,per,10
per::tam,Tam,per,10
per::wade,Wade,per,10
hashtag::swampthevote,#swampthevote,hashtag,9
hashtag::usa,#usa,hashtag,9
loc::at,At,loc,9
loc::district of columbia,District Of Columbia,loc,9
loc::east palestine,East Palestine,loc,9
loc::ga,Ga,loc,9
loc::idaho,Idaho,loc,9
loc::nh,Nh,loc,9
loc::panama canal,Panama Canal,loc,9
loc::qatar,Qatar,loc,9
loc::racine,Racine,loc,9
loc::sc,Sc,loc,9
loc::south korea,South Korea,loc,9
loc::syria,Syria,loc,9
loc::wall,Wall,loc,9
loc::west point,West Point,loc,9
mention::amacforamerica,@amacforamerica,mention,9
mention::brian,@brian,mention,9
mention::donaldjtrumpjr,@donaldjtrumpjr,mention,9
mention::foxnews,@foxnews,mention,9
mention::mariabartiromo,@mariabartiromo,mention,9
mention::realamericasvoicei,@realamericasvoicei,mention,9
mention::realdonaldtrumpjudge,@realdonaldtrumpjudge,mention,9
mention::realdonaldtrumpon,@realdonaldtrumpon,mention,9
mention::silverknight57,@silverknight57,mention,9
org::americ,Americ,org,9
org::american energy independence,American Energy Independence,org,9
org::and,And,org,9
org::apple,Apple,org,9
org::boeing,Boeing,org,9
org::champion american energy,Champion American Energy,org,9
org::colorado supreme court,Colorado Supreme Court,org,9
org::columbia university,Columbia University,org,9
